id|text|experiencer|emotion|cause|selected
8462D|I felt ... when I couldn't find anyone to allow me to swap in with me on the hockey field. I was not good at team sports, always picked last, and the teacher had told me to swap in with someone, but everyone refused as they wanted a decent game.|WRITER|sadness|I couldn't find anyone to allow me to swap in with me on the hockey field|True
7896A|I felt ... when I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.|WRITER|sadness|Princess Diana had died|True
7896B|I felt ... when I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.|WRITER|sadness|to hear the radio alarm clock declaring that Princess Diana had died|True
7896C|I felt ... when I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.|WRITER|sadness|I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.|True
7896D|I felt ... when I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.|WRITER|surprise|I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died|True
7932A|I felt...when I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out.|WRITER|fear|I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out|True
7932C|I felt...when I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out.|WRITER|anger|I had done something stupid and gone over drawn on my bank account|True
7932D|I felt...when I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out.|WRITER|fear|I had done something stupid and gone over drawn on my bank account that would cause a snowball of payments not being paid out|True
7935A|I felt...when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.|WRITER|disgust|I saw the amount of dog mess left along a footpath|True
7935B|I felt...when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.|WRITER|anger|I saw the amount of dog mess left along a footpath near my home|True
7935C|I felt...when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.|WRITER|anger|I saw the amount of dog mess left along a footpath near my home,|True
7935D|I felt...when I saw the amount of dog mess left along a footpath near my home, ruining what would otherwise be a wonderfully pleasant walk.|WRITER|anger|I saw the amount of dog mess left along a footpath near my home|True
8336A|I felt ... when my daughter was born as we had been trying for years.|we|joy|my daughter was born|True
8336B|I felt ... when my daughter was born as we had been trying for years.|WRITER|joy|when my daughter was born as we had been trying for years|True
8336C|I felt ... when my daughter was born as we had been trying for years.|WRITER|joy|my daughter was born|True
8336D|I felt ... when my daughter was born as we had been trying for years.|WRITER|joy|my daughter was born|True
7895A|I felt ... when I watched a good movie.|WRITER|joy|I watched a good movie|True
7895B|I felt ... when I watched a good movie.|WRITER|joy|I watched a good movie|True
7895C|I felt ... when I watched a good movie.|WRITER|joy|I watched a good movie.|True
7895D|I felt ... when I watched a good movie.|WRITER|joy|I watched a good movie|True
8106A|I feel ... when I walk by homeless people on the street.|WRITER|sadness|I walk by homeless people on the street|True
8106B|I feel ... when I walk by homeless people on the street.|WRITER|sadness|I walk by homeless people on the street|True
8106C|I feel ... when I walk by homeless people on the street.|WRITER|sadness|I walk by homeless people on the street.|True
8006A|I feel ... because I look back on my younger school days and I wasn't very nice to some people.  Even now it still bothers me that I could have been like that when I wouldn't dream of being horrible to someone as an adult.|some people|sadness|I wasn't very nice to some people|True
8006B|I feel ... because I look back on my younger school days and I wasn't very nice to some people.  Even now it still bothers me that I could have been like that when I wouldn't dream of being horrible to someone as an adult.|people|anger|I wasn't very nice to some people|True
8006C|I feel ... because I look back on my younger school days and I wasn't very nice to some people.  Even now it still bothers me that I could have been like that when I wouldn't dream of being horrible to someone as an adult.|some people|sadness|I wasn't very nice to some people.|True
8006D|I feel ... because I look back on my younger school days and I wasn't very nice to some people.  Even now it still bothers me that I could have been like that when I wouldn't dream of being horrible to someone as an adult.|some people|sadness|I wasn't very nice to some people|True
8197A|I felt...because my partner was supposed to have been dealing with important tasks but I found he hadn't done them but watched TV instead.|WRITER|anger|my partner was supposed to have been dealing with important tasks but I found he hadn't done them|True
8197B|I felt...because my partner was supposed to have been dealing with important tasks but I found he hadn't done them but watched TV instead.|WRITER|anger|my partner was supposed to have been dealing with important tasks but I found he hadn't done them but watched TV instead|True
8197C|I felt...because my partner was supposed to have been dealing with important tasks but I found he hadn't done them but watched TV instead.|WRITER|anger|I found he hadn't done them but watched TV instead.|True
